tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root_tweet_id,root_author_id,root_created_at,conversation_group_id
1398876,445302,True,Sat Oct 28 16:14:48 +0000 2017,@115821 @118923 Lo que pedí https://t.co/LljSdtJZfo,1398877,1398875,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398874,445302,True,Sat Oct 28 16:15:08 +0000 2017,@115821 @118923 Lo que venía en el paquete https://t.co/d2qeCOZDCp,1398873,1398875,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398877,AmazonHelp,False,Sat Oct 28 16:18:41 +0000 2017,@445302 Lamento esta experiencia. Recuerda que puedes reportar cualquier incidente con Servicio al Cliente. ^VL,1398878,1398876,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398873,AmazonHelp,False,Sat Oct 28 16:19:00 +0000 2017,"@445302 Lamento lo sucedido Lupita, ¿has entrado en contacto con nuestro Servicio al Cliente para reportar este inconveniente? ^AZ",,1398874,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398878,445302,True,Sat Oct 28 16:33:14 +0000 2017,@AmazonHelp Ya hable con alguien de Amazon y me hicieron el reembolso.. solo que no lo veo reflejado la cantidad,1398879,1398877,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398879,AmazonHelp,False,Sat Oct 28 16:36:32 +0000 2017,"@445302 Lupita, ¿en qué método solicitaste el reembolso? ¿Tarjeta de regalo, o al método de pago original? ^LG",1398880,1398878,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398880,445302,True,Sat Oct 28 16:55:32 +0000 2017,@AmazonHelp Tarjetas de regalo de Amazon,1398881,1398879,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398881,AmazonHelp,False,Sat Oct 28 16:59:31 +0000 2017,"@445302 Gracias por la información, Lupita. El reembolso puede demorar hasta 24 horas en aparecer en tu cuenta. ^LG","1398882,1398883,1398884,1398885",1398880,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398882,445302,True,Sat Oct 28 18:19:56 +0000 2017,"@AmazonHelp Estaré al pendiente, gracias",,1398881,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398885,445302,True,Sat Oct 28 18:50:41 +0000 2017,@AmazonHelp Gracias mil.. mi reembolso ya lo vi reflejado.. revisen porque @118923 no está haciendo bien su trabajo.. siento que sus empleados,,1398881,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398884,445302,True,Sat Oct 28 18:50:51 +0000 2017,@AmazonHelp Tomaron los otros productos,,1398881,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1398883,445302,True,Sat Oct 28 18:51:36 +0000 2017,@AmazonHelp Debido a que la caja no traía ningún sello de seguridad.. el pedido lo demoraron y no venía en caja de Amazon,,1398881,1398875,445302,Sat Oct 28 16:13:56 +0000 2017,CONV_1398875
1424220,450935,True,Thu Nov 02 10:14:14 +0000 2017,@115830 can you tell me what this charge is for? I’ve looked in my purchases and nothing there it’s still pending too? https://t.co/tSilc251A5,1424217,,1424220,450935,Thu Nov 02 10:14:14 +0000 2017,CONV_1424220
1424217,AmazonHelp,False,Thu Nov 02 10:23:25 +0000 2017,@450935 Hi Natalie. You can find information regarding this here: https://t.co/UIyNI0B6c2 ^DC,"1424218,1424219",1424220,1424220,450935,Thu Nov 02 10:14:14 +0000 2017,CONV_1424220
1424219,450935,True,Thu Nov 02 10:24:52 +0000 2017,@AmazonHelp Ok thanks can you also see how I was charged for amazon prime? As I have received refund now but I never signed up in first place?,1424221,1424217,1424220,450935,Thu Nov 02 10:14:14 +0000 2017,CONV_1424220
1424218,450935,True,Thu Nov 02 10:27:34 +0000 2017,@AmazonHelp Oh and I’ve just thought I haven’t ordered from amazon for couple of months so why did they charge the £1 anyway?,,1424217,1424220,450935,Thu Nov 02 10:14:14 +0000 2017,CONV_1424220
1424221,AmazonHelp,False,Thu Nov 02 10:31:27 +0000 2017,@450935 I'm afraid we don't have access to your account through here. Have you been in touch with us directly regarding this? ^DC,,1424219,1424220,450935,Thu Nov 02 10:14:14 +0000 2017,CONV_1424220
1427914,451684,True,Mon Nov 06 15:31:40 +0000 2017,@AmazonHelp on the email sent to me about my enquiry of NFS Payback delux edition it says that I was meant to receive the code on the 4th,1427909,,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427909,451684,True,Mon Nov 06 15:32:23 +0000 2017,@AmazonHelp But its the 6th already and I haven't received the code yet. The game comes out tomorrow for delux edition owners,1427906,1427914,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427906,AmazonHelp,False,Mon Nov 06 15:37:34 +0000 2017,@451684 I'm sorry for the wait. Have you checked your messages for a benefit confirmation e-mail here: https://t.co/O5s7ysffUe? ^AN,"1427907,1427908",1427909,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427908,451684,True,Mon Nov 06 15:51:06 +0000 2017,@AmazonHelp I just did but it doesnt show any code or anyway to redeem the code,,1427906,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427907,451684,True,Mon Nov 06 15:51:13 +0000 2017,@AmazonHelp What shall I do,1427910,1427906,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427910,AmazonHelp,False,Mon Nov 06 15:58:00 +0000 2017,"@451684 Have you tried reaching out to us via phone here: https://t.co/JzP7hlA23B? If so, what info/options did we provide? ^KP","1427911,1427912",1427907,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427912,451684,True,Mon Nov 06 16:01:37 +0000 2017,@AmazonHelp I will as soon as I get home,,1427910,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427911,451684,True,Mon Nov 06 16:01:52 +0000 2017,@AmazonHelp Once i do I will update you guys,1427913,1427910,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1427913,AmazonHelp,False,Mon Nov 06 16:06:09 +0000 2017,@451684 Sure thing! Please do. ^LB,,1427911,1427914,451684,Mon Nov 06 15:31:40 +0000 2017,CONV_1427914
1429561,334990,True,Mon Oct 16 18:11:33 +0000 2017,@115821 is seriously becoming the most incompetent company ever. Stuck an incorrect ship date on my EOV pre-order &amp; refuse to tell me why.,1429559,,1429561,334990,Mon Oct 16 18:11:33 +0000 2017,CONV_1429561
1429559,334990,True,Mon Oct 16 18:12:39 +0000 2017,"@115821 According to my order details, #Amazon will ship my copy of EOV, on the 23rd &amp; then magically arrive same day or on the 27th ;D",1429556,1429561,1429561,334990,Mon Oct 16 18:11:33 +0000 2017,CONV_1429561
1429556,AmazonHelp,False,Mon Oct 16 18:22:31 +0000 2017,@334990 Hi Naya! It is possible for orders to ship out and be delivered in the same day. Let us know if we miss the delivery date! ^SA,"1429557,1429558",1429559,1429561,334990,Mon Oct 16 18:11:33 +0000 2017,CONV_1429561
1429558,334990,True,Mon Oct 16 18:28:08 +0000 2017,"@AmazonHelp I still don't appreciate a game that releases tomorrow, saying it will ship a week after and maybe arrive on time, and maybe arrive...",1429560,1429556,1429561,334990,Mon Oct 16 18:11:33 +0000 2017,CONV_1429561
1429557,334990,True,Mon Oct 16 18:53:16 +0000 2017,@AmazonHelp It'd be awesome if it shipped out on release day tomorrow &amp; arrived on release day💜 But that's just me dreaming.,,1429556,1429561,334990,Mon Oct 16 18:11:33 +0000 2017,CONV_1429561
1429560,334990,True,Mon Oct 16 18:28:23 +0000 2017,@AmazonHelp ...between the 26th and 27th which isn't on time.,,1429558,1429561,334990,Mon Oct 16 18:11:33 +0000 2017,CONV_1429561
1434139,199875,True,Thu Nov 02 18:37:37 +0000 2017,"@115833 Hallo, wenn ich einen Echo Plus habe, muss ich da noch Zusatzgeräte beschaffen um den LED Stripe von Philips zu steuern?","1434140,1434138",,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434140,459669,True,Thu Nov 02 18:48:21 +0000 2017,@199875 @115833 Vielleicht kann da @AmazonHelp weiterhelfen 😊,1463437,1434139,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434138,199875,True,Thu Nov 02 21:30:22 +0000 2017,@115833 @AmazonHelp da steht bei vielen etwas von einer Schnittstelle? Brauch ich die bei Echo Plus? Der hat doch die Schnittstelle schon drin oder?,1434137,1434139,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1463437,AmazonHelp,False,Thu Nov 02 18:53:32 +0000 2017,"@459669 Hi, alle kompatiblen Geräte sind hier aufgelistet: https://t.co/7SqovuKm0f :) Liebe Grüße ^SI",1463438,1434140,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434137,AmazonHelp,False,Thu Nov 02 21:38:33 +0000 2017,"@199875 Genau, der Echo Plus hat einen integrierten Smart Home-Hub. Gruß ^NW",1434136,1434138,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1463438,459669,True,Thu Nov 02 19:00:43 +0000 2017,"@AmazonHelp Osram ist auch dabei, das ist ja richtig klasse 😊",1463439,1463437,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434136,199875,True,Thu Nov 02 21:41:30 +0000 2017,@AmazonHelp Also brauche ich keine weiteren Geräte für die Philips Produkte? Also keine Schnittstelle,1434135,1434137,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1463439,AmazonHelp,False,Thu Nov 02 19:03:38 +0000 2017,"@459669 Schön, dass das passende auch für dich dabei ist :) ^NW",1463440,1463438,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434135,AmazonHelp,False,Thu Nov 02 21:48:00 +0000 2017,@199875 Richtig :) ^SK,1434134,1434136,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1463440,459669,True,Thu Nov 02 19:04:45 +0000 2017,"@AmazonHelp Weiter so mit dem Echo! Der ist wirklich toll. Für viele ist Datenschutz zwar ein großes Thema, aber an den Komfort gewöhnt man sich schnell",,1463439,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434134,199875,True,Thu Nov 02 22:02:51 +0000 2017,@AmazonHelp Dankeschön 😊😊😊,1434133,1434135,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1434133,AmazonHelp,False,Thu Nov 02 22:15:33 +0000 2017,@199875 Gerne! :) ^SK,,1434134,1434139,199875,Thu Nov 02 18:37:37 +0000 2017,CONV_1434139
1437415,412696,True,Thu Nov 02 14:30:33 +0000 2017,@115830 when will you be taking the funds for my Xbox one X pre-order for release 7/11/17 ??,1437412,,1437415,412696,Thu Nov 02 14:30:33 +0000 2017,CONV_1437415
1437412,AmazonHelp,False,Thu Nov 02 14:35:00 +0000 2017,"@412696 We won't charge you for your item until it ships, but you may see an authorisation. More info: https://t.co/425jihefAD ^KP","1437413,1437414",1437415,1437415,412696,Thu Nov 02 14:30:33 +0000 2017,CONV_1437415
1437413,412696,True,Thu Nov 02 14:36:26 +0000 2017,@AmazonHelp Release is 7th so payment and dispatch is that date ??,1437416,1437412,1437415,412696,Thu Nov 02 14:30:33 +0000 2017,CONV_1437415
1437414,412696,True,Fri Nov 03 10:25:57 +0000 2017,@AmazonHelp Come on my money's waiting for you to take so I can get peordered Xbox one X asap 👍👍👍👍,,1437412,1437415,412696,Thu Nov 02 14:30:33 +0000 2017,CONV_1437415
1437416,AmazonHelp,False,Thu Nov 02 14:45:00 +0000 2017,@412696 We can't provide an exact date or time for dispatch. Please keep an eye on your e-mail for shipping notifications. ^KP,1437417,1437413,1437415,412696,Thu Nov 02 14:30:33 +0000 2017,CONV_1437415
1437417,395998,True,Sun Nov 05 20:04:09 +0000 2017,@AmazonHelp @412696 So we pre order for a specific release date but you “can’t deliver on that date” https://t.co/PgHCZuxRgx,,1437416,1437415,412696,Thu Nov 02 14:30:33 +0000 2017,CONV_1437415
1439791,454125,True,Thu Nov 02 11:15:10 +0000 2017,@115821 Hello I have placed a order of Men's Business card holder and paid the amount too. It was showing that will come within 17th Oct 1/2,1439790,,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439790,454125,True,Thu Nov 02 11:16:41 +0000 2017,@115821 But still am waiting. Payment even made. Will u pls check and confirm this. This is little urgent and need to know the reason why it's late,1439781,1439791,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439781,454125,True,Thu Nov 02 11:17:16 +0000 2017,@115821 @AmazonHelp pls look into it and help me.,1439779,1439790,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439779,AmazonHelp,False,Thu Nov 02 11:35:54 +0000 2017,@454125 We apologize for the delay. Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB.,1439780,1439781,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439780,454125,True,Thu Nov 02 11:47:57 +0000 2017,@AmazonHelp you can speak to me at +91-9717170578. Desperately need your help and support. Paid the amount and didn't revived the item.,"1439782,1439783",1439779,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439782,AmazonHelp,False,Thu Nov 02 12:15:31 +0000 2017,"@454125 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^MN",1439784,1439780,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439783,AmazonHelp,False,Thu Nov 02 12:15:31 +0000 2017,@454125 We don't have access to your Amazon account over twitter. Please contact us here: https://t.co/rS49hgaADF. (1/2)^MN,,1439780,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439784,454125,True,Thu Nov 02 16:02:36 +0000 2017,@AmazonHelp Pls help,1439785,1439782,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439785,AmazonHelp,False,Thu Nov 02 16:29:00 +0000 2017,@454125 Certainly. May I know if you have shared the details through the link provided earlier? ^PR,1439786,1439784,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439786,454125,True,Thu Nov 02 16:52:46 +0000 2017,"@AmazonHelp Pls tell me more how I can give u more details.
Am not lying",1439787,1439785,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439787,AmazonHelp,False,Thu Nov 02 17:22:00 +0000 2017,@454125 Kindly fill the details in the form shared earlier and we will get back to you. We wouldn't require any additional details. ^BV,1439788,1439786,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439788,454125,True,Fri Nov 03 07:21:38 +0000 2017,"@AmazonHelp There is no form given to me. U ppl don't understand the problem of customer. Help
@115821",1439789,1439787,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1439789,AmazonHelp,False,Fri Nov 03 07:38:32 +0000 2017,"@454125 Sorry for the trouble, Ravi. Please share your details here: https://t.co/beaaDm0muc I'll look into it right away.^AR",,1439788,1439791,454125,Thu Nov 02 11:15:10 +0000 2017,CONV_1439791
1449114,456254,True,Thu Nov 02 16:43:12 +0000 2017,"@115850 Can I contact you, calling you from 2 days Everytime fails 9999016781","1449113,1449115",,1449114,456254,Thu Nov 02 16:43:12 +0000 2017,CONV_1449114
1449115,AmazonHelp,False,Thu Nov 02 16:59:00 +0000 2017,"@456254 Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll get back to you. Also, please don't post your order ^PB (1/2)",,1449114,1449114,456254,Thu Nov 02 16:43:12 +0000 2017,CONV_1449114
1449113,AmazonHelp,False,Thu Nov 02 16:59:00 +0000 2017,@456254 details as we consider them to be personal information. Our Twitter page is visible to public. ^PB (2/2),,1449114,1449114,456254,Thu Nov 02 16:43:12 +0000 2017,CONV_1449114
1456374,444190,True,Thu Nov 02 19:55:31 +0000 2017,@115851 Amazon India cheated me by charging money for a product never delivered!! Are you fine with that???!!! Can you sleep? @121927,1456369,,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456369,AmazonHelp,False,Thu Nov 02 20:03:00 +0000 2017,"@444190 That's quite a comment, Shashi. We've responded to your concern here: https://t.co/WfL1ClCzZR Do keep us posted. ^SV","1456370,1456371,1456372,1456373",1456374,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456372,444190,True,Thu Nov 02 20:06:33 +0000 2017,@AmazonHelp I am in a vicious cycle of 1- provide the details to SM team;2- SM team asking me to write to BG team;3- BG team saying it was delivered!1/2,"1456375,1456376",1456369,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456373,444190,True,Thu Nov 02 20:07:44 +0000 2017,@AmazonHelp This shit is going on for last few days. How a courier was delivered at our home at 10 pm when no one in town?! BG team wants to shut me up!,,1456369,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456371,444190,True,Thu Nov 02 20:09:06 +0000 2017,@AmazonHelp Why don’t you provide me a proof of delivery?!! @115851 @121927 U took money for a product never delivered and now making me run around!,,1456369,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456370,444190,True,Thu Nov 02 20:19:00 +0000 2017,@AmazonHelp There is no resolution! They are again closing the thread without resolution!,,1456369,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456376,AmazonHelp,False,Thu Nov 02 20:16:27 +0000 2017,@444190 I understand your concern. The resolution provided to you over the email by our specialist team (1/2)^SQ,,1456372,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456375,AmazonHelp,False,Thu Nov 02 20:16:55 +0000 2017,@444190 is the best we're able to offer at this moment. Appreciate your understanding. (2/2)^SQ,"1456377,1456378,1456379",1456372,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456377,444190,True,Thu Nov 02 20:18:14 +0000 2017,@AmazonHelp What have you offered? There was no resolution! You keep on saying we delivered but I have not got your courier! Y don’t you understand that,,1456375,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456379,444190,True,Fri Nov 03 05:37:13 +0000 2017,@AmazonHelp End of the day it’s the same shit right? There is no mail at all after this message! And why is Amazon India so arrogant.,,1456375,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456378,444190,True,Fri Nov 03 05:37:52 +0000 2017,@AmazonHelp If the item was delivered pls provide a proof. I haven’t got it. Are you dumb @115851,1456380,1456375,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1456380,444190,True,Sat Nov 04 11:39:26 +0000 2017,@AmazonHelp @115851 Please don’t get silent. There is no resolution. Amazon India cheated me by taking money but no delivery!,,1456378,1456374,444190,Thu Nov 02 19:55:31 +0000 2017,CONV_1456374
1497701,467735,True,Mon Oct 16 22:07:44 +0000 2017,Thanks amazon for shipping 4 coin batteries in this huge ass box... like putting a bottle of water in a swimming pool 👊🏻 https://t.co/E3iQl7iZI0,1497698,,1497701,467735,Mon Oct 16 22:07:44 +0000 2017,CONV_1497701
1497698,AmazonHelp,False,Mon Oct 16 22:56:42 +0000 2017,"@467735 If you'd like to help us improve, you can reach out and submit packaging feedback here: https://t.co/x4IQXmcQzc ^GM","1497699,1497700",1497701,1497701,467735,Mon Oct 16 22:07:44 +0000 2017,CONV_1497701
1497700,467735,True,Tue Oct 17 00:15:55 +0000 2017,@AmazonHelp Thanks! Done ✅ https://t.co/iCZzD1cmY7,1497702,1497698,1497701,467735,Mon Oct 16 22:07:44 +0000 2017,CONV_1497701
1497699,467735,True,Tue Oct 17 00:16:14 +0000 2017,@AmazonHelp And done ✅  📦 https://t.co/lRp5efHvQZ,,1497698,1497701,467735,Mon Oct 16 22:07:44 +0000 2017,CONV_1497701
1497702,AmazonHelp,False,Tue Oct 17 00:41:27 +0000 2017,"@467735 Thanks for keeping us in the loop! If you need anything else, please let us know.  ^AG",,1497700,1497701,467735,Mon Oct 16 22:07:44 +0000 2017,CONV_1497701
1501560,468537,True,Mon Oct 16 22:55:50 +0000 2017,@AmazonHelp need help with something specific,1501558,,1501560,468537,Mon Oct 16 22:55:50 +0000 2017,CONV_1501560
1501558,AmazonHelp,False,Mon Oct 16 23:00:34 +0000 2017,"@468537 We're here to help! Without providing any account/ personal information, how can we assist?  ^AG","1501557,1501559",1501560,1501560,468537,Mon Oct 16 22:55:50 +0000 2017,CONV_1501560
1501559,468537,True,Mon Oct 16 23:03:17 +0000 2017,@AmazonHelp yes,,1501558,1501560,468537,Mon Oct 16 22:55:50 +0000 2017,CONV_1501560
1501557,468537,True,Mon Oct 16 23:04:04 +0000 2017,@AmazonHelp please help,1501556,1501558,1501560,468537,Mon Oct 16 22:55:50 +0000 2017,CONV_1501560
1501556,468537,True,Mon Oct 16 23:07:41 +0000 2017,"@AmazonHelp Responsive 24/7
lies i tell you",1501555,1501557,1501560,468537,Mon Oct 16 22:55:50 +0000 2017,CONV_1501560
1501555,AmazonHelp,False,Mon Oct 16 23:12:37 +0000 2017,@468537 We've responded to your DM. Please check your messages. ^JM,,1501556,1501560,468537,Mon Oct 16 22:55:50 +0000 2017,CONV_1501560
1519102,472340,True,Fri Nov 03 19:35:07 +0000 2017,@115830 disappointed that you can't deliver to agree date even tho the customer service promise to deliver on the 3-11-17. https://t.co/M3UVvBGcTD,1519100,,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519100,AmazonHelp,False,Fri Nov 03 19:39:00 +0000 2017,@472340 We deliver until 21:00. Please let us know if you haven't received it by then! ^MB,1519101,1519102,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519101,472340,True,Fri Nov 03 19:44:14 +0000 2017,@AmazonHelp Hi I got a notification saying can't deliver today with no justification.  This was a surprise gift that won't arrive now.,1519103,1519100,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519103,AmazonHelp,False,Fri Nov 03 19:50:27 +0000 2017,@472340 I'm sorry to hear your order was delayed. Did you receive an updated delivery date? ^VS,1519104,1519101,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519104,472340,True,Fri Nov 03 19:57:04 +0000 2017,@AmazonHelp I was assured by customer service online it be delivered.  At 4pm I had to contact CS again who then advise it won't be delivered today,1519105,1519103,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519105,AmazonHelp,False,Fri Nov 03 20:04:33 +0000 2017,"@472340 I certainly apologize, Rebecca. Was any other information or insight offered when you spoke with us? ^BL","1519106,1519107,1519108",1519104,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519106,472340,True,Fri Nov 03 20:09:30 +0000 2017,@AmazonHelp CS had made the promise that it will delivered by 1800 today. At 1600 still haven't received any call.,,1519105,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519108,472340,True,Fri Nov 03 20:10:38 +0000 2017,@AmazonHelp At 1600 I still haven't received any call from carrier which CS had promise. I contact CS and said it won't happen without any explanation,1519109,1519105,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519107,472340,True,Fri Nov 03 20:11:17 +0000 2017,@AmazonHelp The parcel is a surprise Anniversary gift to my husband which he looking for so long,,1519105,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519109,AmazonHelp,False,Fri Nov 03 20:17:26 +0000 2017,@472340 Deliveries can occur up until 21:00! Please let us know if you don't receive your order by this time. ^KJ,"1519110,1519111",1519108,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519110,472340,True,Fri Nov 03 21:12:13 +0000 2017,@AmazonHelp It's 9:11pm no delivery.,1519112,1519109,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519111,472340,True,Fri Nov 03 21:17:31 +0000 2017,@AmazonHelp @115830 so DISAPPOINTED.,,1519109,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519112,AmazonHelp,False,Fri Nov 03 21:18:37 +0000 2017,"@472340 My team would like to take a closer look at what's happened, will you please provide your info? https://t.co/uJrUqisCDD ^RM",1519113,1519110,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519113,472340,True,Fri Nov 03 22:42:29 +0000 2017,@AmazonHelp May I know what kind of information that you need from me?,1519114,1519112,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1519114,AmazonHelp,False,Fri Nov 03 22:46:00 +0000 2017,"@472340 Please provide your contact and order information, this allows us to take a closer look and reach out to you. ^AG",,1519113,1519102,472340,Fri Nov 03 19:35:07 +0000 2017,CONV_1519102
1521752,140519,True,Tue Oct 17 00:44:04 +0000 2017,Is it me or is @115821 #logistics the worst delivery carrier ever?,1521749,,1521752,140519,Tue Oct 17 00:44:04 +0000 2017,CONV_1521752
1521749,AmazonHelp,False,Tue Oct 17 00:56:32 +0000 2017,"@140519 I'm so sorry for the poor experience! We'd like to help! Is this regarding a current order, shown here: https://t.co/Y5jpI9gRhE ^AG","1521750,1521751",1521752,1521752,140519,Tue Oct 17 00:44:04 +0000 2017,CONV_1521752
1521750,140519,True,Tue Oct 17 01:03:12 +0000 2017,@AmazonHelp I'm on the phone with customer service but my last few orders have been the biggest pain because of #AmazonLogistics. Once they even left,,1521749,1521752,140519,Tue Oct 17 00:44:04 +0000 2017,CONV_1521752
1521751,140519,True,Tue Oct 17 01:03:39 +0000 2017,@AmazonHelp A package outside a secure building on a busy street. 😒😒,,1521749,1521752,140519,Tue Oct 17 00:44:04 +0000 2017,CONV_1521752
1546654,478935,True,Sat Nov 04 07:02:20 +0000 2017,"アマゾンマケプレで頼んだ本が4日経つけど届かない…
ゆうメールらしいけどなんなんですかね…","1546652,1546656",,1546654,478935,Sat Nov 04 07:02:20 +0000 2017,CONV_1546654
1546656,AmazonHelp,False,Sat Nov 04 07:09:29 +0000 2017,@478935 ポストなどに投函されていないか、また、ご家族の方などが受け取られていないかどうかをご確認ください。該当しない場合、Amazonが発送する商品であれば、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN,,1546654,1546654,478935,Sat Nov 04 07:02:20 +0000 2017,CONV_1546654
1546652,AmazonHelp,False,Sat Nov 04 07:10:00 +0000 2017,@478935 なお、Amazonマーケットプレイスの出品者が発送する商品の場合は、恐れ入りますが、出品者に直接お問い合わせください。出品者への連絡方法はこちらのリンクをご参照ください。https://t.co/ZXCXcbN3Tv TN,1546653,1546654,1546654,478935,Sat Nov 04 07:02:20 +0000 2017,CONV_1546654
1546653,478935,True,Sat Nov 04 07:14:03 +0000 2017,"@AmazonHelp わざわざありがとうございます。
一人暮らしなので自分以外の受け取りはなく郵便受けもこまめに確認しています。
今日届かなければ出品者に連絡取ろうと思います。
お手間をかけさせて申し訳ありません",1546655,1546652,1546654,478935,Sat Nov 04 07:02:20 +0000 2017,CONV_1546654
1546655,AmazonHelp,False,Sat Nov 04 07:17:00 +0000 2017,@478935 こちらこそ、ご不便ならびにご心配をおかけしており誠に申し訳ございません。未着の場合は出品者へご連絡の程、なにとぞよろしくお願いいたします。HM,,1546653,1546654,478935,Sat Nov 04 07:02:20 +0000 2017,CONV_1546654
1557690,481484,True,Sun Nov 05 01:29:28 +0000 2017,"@120533 bonsoir, mon colis qui devait arriver jeudi n’est jamais arrivé 😩","1557691,1557689",,1557690,481484,Sun Nov 05 01:29:28 +0000 2017,CONV_1557690
1557691,AmazonHelp,False,Sun Nov 05 06:30:38 +0000 2017,"@481484 Bonjour, désolée d'apprendre cela :/ que dit le suivi de votre colis s'il vous plaît ? ^SN",1602389,1557690,1557690,481484,Sun Nov 05 01:29:28 +0000 2017,CONV_1557690
