tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root_tweet_id,root_author_id,root_created_at,conversation_group_id,rule_number
1466074,460284,True,Tue Oct 31 18:08:23 +0000 2017,"@AmazonHelp ça marche, je vous tiens au courant ! Merci ;)",1466073,1466075,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466073,AmazonHelp,False,Tue Oct 31 18:22:54 +0000 2017,@460284 Je vous remercie :) ^MA,1466072,1466074,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466072,460284,True,Tue Oct 31 19:00:55 +0000 2017,@AmazonHelp et bah votre livreur a du se faire attaquer par une sorcière.. toujours rien !,1466071,1466073,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466071,AmazonHelp,False,Tue Oct 31 19:10:00 +0000 2017,@460284 Quel est le transporteur de votre colis je vous prie ? ^MA,1466070,1466072,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466070,460284,True,Tue Oct 31 19:11:09 +0000 2017,"@AmazonHelp Transporteur : Chronopost, n° de suivi SE599129127RV",1466069,1466071,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466069,AmazonHelp,False,Tue Oct 31 19:26:00 +0000 2017,@460284 Avez-vous contacté notre SAV afin d'effectuer des recherches ? ^ME,1466068,1466070,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466068,460284,True,Tue Oct 31 19:28:38 +0000 2017,"@AmazonHelp En chat, oui",1466067,1466069,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466067,AmazonHelp,False,Tue Oct 31 19:41:30 +0000 2017,@460284 Quelle était la réponse apportée s'il vous plaît ? ^MA,1466066,1466068,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466066,460284,True,Tue Oct 31 19:50:54 +0000 2017,@AmazonHelp Livraison reportée au 2 novembre.. Heureusement que j'en avais besoin avant et que j'ai pris celui là pour le fait qu'il arrivait avant ! ;),1466065,1466067,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466065,AmazonHelp,False,Tue Oct 31 20:14:00 +0000 2017,@460284 La solution adaptée vous sera proposée d'ici là. Je vous remercie pour votre patience et compréhension. ^MH,1466064,1466066,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466064,460284,True,Thu Nov 02 18:03:49 +0000 2017,"@AmazonHelp 19h jeudi, toujours pas là...",1466063,1466065,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466063,AmazonHelp,False,Thu Nov 02 18:11:33 +0000 2017,"@460284 😓Veuillez patienter jusqu'à 20h aujourd'hui, en cas de non-livraison n'hésitez pas à nous tenir au courant.^FT",1466062,1466064,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466062,460284,True,Thu Nov 02 19:05:40 +0000 2017,@AmazonHelp Toujours pas là,1466061,1466063,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1466061,AmazonHelp,False,Thu Nov 02 19:16:31 +0000 2017,"@460284 N'ayant pas accès à votre compte sur Twitter, je vous prie de contacter notre SAV via : https://t.co/qzuu0dgDXz
^MD",,1466062,1466080,460284,Tue Oct 31 17:41:22 +0000 2017,CONV_1466080,9
1541867,477745,True,Fri Nov 03 22:51:40 +0000 2017,@AmazonHelp app recognises that I am logged in but won’t refinish password or fingerprint. Won’t let me do reset either https://t.co/mz7e71sjc6,1541865,,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541865,AmazonHelp,False,Fri Nov 03 22:54:29 +0000 2017,@477745 Oh no! That is not good. Could you clarify what device you are using? We are here to help! ^BA,1541866,1541867,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541866,477745,True,Fri Nov 03 22:54:46 +0000 2017,@AmazonHelp iPhone :),1541868,1541865,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541868,477745,True,Sat Nov 04 06:40:08 +0000 2017,@AmazonHelp It’s an iPhone app but doesn’t seem to work in browser either,1541869,1541866,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541869,AmazonHelp,False,Sat Nov 04 06:59:24 +0000 2017,@477745 Can you try to delete the app and reinstall it ? On certain occasions this does correct the problem.^CR,1541870,1541868,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541870,477745,True,Sat Nov 04 07:01:58 +0000 2017,@AmazonHelp That’s made the matter worse!!! It’s now totally logged me out and still doesn’t recognise me. https://t.co/AKEDxVbfU6,1541871,1541869,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541871,AmazonHelp,False,Sat Nov 04 07:12:27 +0000 2017,@477745 Sorry to see this. Please reach out to us here: https://t.co/JzP7hlA23B and we can look into this. ^PK,1541872,1541870,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541872,477745,True,Sat Nov 04 07:13:17 +0000 2017,@AmazonHelp Are you kidding?? Clicked that link and it took me to a sign in form- I can’t!,1541873,1541871,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541873,AmazonHelp,False,Sat Nov 04 07:18:28 +0000 2017,"@477745 Hi, I do apologize for the wrong link being sent. Here is the correct link : https://t.co/zYVX1Qi29G ^CR",1541874,1541872,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541874,477745,True,Sat Nov 04 14:42:33 +0000 2017,@AmazonHelp Look your cust service people just emailed to say they couldn’t deal with me because my email isn’t recognised. So unhelpful,1541875,1541873,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541875,477745,True,Sat Nov 04 14:43:24 +0000 2017,@AmazonHelp My email is associated with this account and I have multiple order confirmations that prove this. Has this account been deactivated?? https://t.co/pNXYzyz201,1541876,1541874,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541876,477745,True,Sat Nov 04 14:44:10 +0000 2017,@AmazonHelp I have a gift card attached to this account what will happen to it?,1541877,1541875,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541877,AmazonHelp,False,Sat Nov 04 14:54:58 +0000 2017,@477745 What did they advise? Did you contact them by phone or email? ^PK,1541878,1541876,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541878,477745,True,Sat Nov 04 14:58:26 +0000 2017,@AmazonHelp Just to email back via the help page from the email associated with my account. Which i can't do...because this is the email,1541879,1541877,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1541879,AmazonHelp,False,Sat Nov 04 15:05:38 +0000 2017,@477745 It would be best to contact by phone. You can request a callback here: https://t.co/zH8Ulibh3K ^PK,,1541878,1541867,477745,Fri Nov 03 22:51:40 +0000 2017,CONV_1541867,9
1632192,499460,True,Sat Nov 18 09:37:26 +0000 2017,@117086 pedido foi cobrado e sumiu... recebi o email e fiz o pagamento... preciso para hoje do livro!,1632191,,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632191,AmazonHelp,False,Sat Nov 18 09:43:32 +0000 2017,"@499460 Sem compartilhar informação pessoal nem sensível por este meio, você verificou na sua conta, em seus pedidos: https://t.co/w3rSYznBDI? Você pode procurar utilizando o nome do item. ^VM https://t.co/lXWACB7jzE",1632190,1632192,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632190,499460,True,Sat Nov 18 09:48:06 +0000 2017,@AmazonHelp Acho que não leu a minha mensagem! https://t.co/0oHCTOeX3U,1632189,1632191,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632189,AmazonHelp,False,Sat Nov 18 10:01:01 +0000 2017,"@499460 Você pode procurar pelo eBook em ""Gerencie seu conteúdo e dispositivos: 
https://t.co/Jn2unwL6ca. Se precisar solicitar o reembolso do eBook, pode fazer isso aqui: https://t.co/c3UMCWDg4g. ^VM https://t.co/W2MEKSmtdv",1632188,1632190,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632188,499460,True,Sat Nov 18 20:34:15 +0000 2017,@AmazonHelp Quero o dinheiro de volta... acho que tem dificuldade de entender....  o livro vcs aos as cobraram... mas não enviaram.... como vou clicar em devolver...,1632176,1632189,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632176,499460,True,Sat Nov 18 20:36:50 +0000 2017,@AmazonHelp Mal chegaram já estão na bagunça... cobrar por algo que não entregou não seria roubo?,1632174,1632188,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632174,AmazonHelp,False,Sat Nov 18 20:41:08 +0000 2017,"@499460 Leadro, o que foi indicado para você pelos nossos colegas do SAC? ^LG",1632175,1632176,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632175,499460,True,Sat Nov 18 20:55:18 +0000 2017,@AmazonHelp Nada! Não responderam.... 😭 estou me sentindo enganado....,1632177,1632174,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632177,AmazonHelp,False,Sat Nov 18 21:03:53 +0000 2017,@499460 Olá Leandro! Por este meio nós não temos acesso à sua conta. Por gentileza entre em contato de novo com o nosso Serviço de Atendimento no seguinte link: https://t.co/ouAOLcNWp4 ^JJ,1632178,1632175,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632178,499460,True,Sat Nov 18 21:12:41 +0000 2017,"@AmazonHelp Já entrei... meu e-mail deve ter cai do dentro do  "" buraco negro"" onde ta o livro que vocês me enganaram! @105018",1632179,1632177,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632179,AmazonHelp,False,Sat Nov 18 21:14:00 +0000 2017,"@499460 Leandro, por favor tente contatar com nossos colegas pela opção de chat ou telefone para assistência imediata. ^LG",1632180,1632178,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632180,499460,True,Sat Nov 18 22:30:54 +0000 2017,@AmazonHelp Resolvido... exclui o registro do kindle e liguei novamente,1632181,1632179,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632181,AmazonHelp,False,Sat Nov 18 22:35:34 +0000 2017,"@499460 Ficamos felizes Leandro. Te desejamos um ótimo final de semana!

Abraço!
-José J.",1632182,1632180,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632182,499460,True,Sat Nov 18 22:36:43 +0000 2017,@AmazonHelp Blz. Para vcs também... É comum alpendre o sincronismo com a conta?,1632183,1632181,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632183,AmazonHelp,False,Sat Nov 18 22:44:26 +0000 2017,@499460 As vezes acontece. Lembre Leandro que estamos para ajudar!  ^JJ,1632184,1632182,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632184,499460,True,Mon Nov 20 12:48:59 +0000 2017,@AmazonHelp Cancelaram a cobrança... há estava tudo resolvido...,1632185,1632183,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632185,AmazonHelp,False,Mon Nov 20 13:10:52 +0000 2017,"@499460 Leandro, ficamos felizes que foi resolvido, sempre que precisar estamos aqui para ajudar. ^DA",1632186,1632184,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632186,499460,True,Mon Nov 20 13:11:38 +0000 2017,@AmazonHelp Mas agora temos um problema... vcs cancelaram a cobrança!,1632187,1632185,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1632187,AmazonHelp,False,Mon Nov 20 13:30:00 +0000 2017,"@499460 Leandro, chama a gente pelo fale conosco para verificar seu caso. ^VL",,1632186,1632192,499460,Sat Nov 18 09:37:26 +0000 2017,CONV_1632192,9
1771749,AmazonHelp,False,Fri Nov 10 15:45:28 +0000 2017,@532550 That's odd. We'd like to take a closer look at this. Please fill in your details with a brief snippet of the issue here: https://t.co/GIJyeYqKE0 and we'll get this checked. ^PB,1771748,,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771748,532550,True,Fri Nov 10 16:05:42 +0000 2017,@AmazonHelp Already reported 2 days ago and no deadline is given.,1771747,1771749,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771747,AmazonHelp,False,Fri Nov 10 16:33:00 +0000 2017,"@532550 If you have filled in your details, please be assured our team will get back to you at the earliest. ^PB",1771733,1771748,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771733,532550,True,Sat Nov 11 10:39:56 +0000 2017,@AmazonHelp No update yet,1771731,1771747,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771731,AmazonHelp,False,Sat Nov 11 10:52:29 +0000 2017,@532550 We've sent you an email correspondence on your registered account here: https://t.co/REgiMPAEdl. Kindly reply for further updates on your concern. ^RB,1771732,1771733,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771732,532550,True,Sat Nov 11 11:29:58 +0000 2017,"@AmazonHelp ""we are waiting for an update from the respective team.

Kindly request you to wait and we'd revert back once we receive an update from the team."" This is what i got and no update from 3 Days",1771734,1771731,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771734,AmazonHelp,False,Sat Nov 11 11:50:33 +0000 2017,@532550 I'm sorry for the stretch. We're working on this and we'll reach out to you soon with an update. ^SG,1771735,1771732,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771735,532550,True,Sun Nov 12 15:23:18 +0000 2017,@AmazonHelp Ding dong! Any Update!,1771736,1771734,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771736,AmazonHelp,False,Sun Nov 12 15:46:30 +0000 2017,@532550 Kindly reply to the email sent by our team and we'll get back to you with an update right away. ^MP,1771737,1771735,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771737,532550,True,Sun Nov 12 15:51:57 +0000 2017,@AmazonHelp  https://t.co/dJVKyIIDtX,1771738,1771736,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771738,AmazonHelp,False,Sun Nov 12 16:14:26 +0000 2017,"@532550 As mentioned in the email, we have forwarded the details to our concerned team and waiting for the update. Please share your insight by sending a reply to the email and we'll get back to you at the earliest. ^RI",1771739,1771737,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771739,532550,True,Sun Nov 12 18:41:08 +0000 2017,@AmazonHelp As u already mentioned that team is waiting for update. Can you just fast track this process. 3 days are enough to confirm. This is not amazon As per ur claim that we  are no1 customer centric company.,1771740,1771738,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771740,AmazonHelp,False,Sun Nov 12 19:01:33 +0000 2017,@532550 We'll surely look for an update. Kindly reply to the email you've received from us and we'll get back to you. Appreciate your patience. ^HS,1771741,1771739,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771741,532550,True,Mon Nov 13 15:53:59 +0000 2017,@AmazonHelp already replied on mail. and still no action is taken by amazon.,1771742,1771740,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771742,AmazonHelp,False,Mon Nov 13 16:06:29 +0000 2017,@532550 We're working on your write-back. We'll get back with an update soon. ^YP,1771743,1771741,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771743,532550,True,Tue Nov 21 09:09:14 +0000 2017,"@AmazonHelp Nothing is done, you are just fooling the customer.",1771744,1771742,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771744,AmazonHelp,False,Tue Nov 21 09:49:00 +0000 2017,@532550 We apologize for the time taken on this regard. We are working on it and will close it at the earliest. ^CB,1771745,1771743,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771745,532550,True,Tue Nov 28 06:43:55 +0000 2017,"@AmazonHelp Day - 17
Issue is not solved yet.
#worst Cc Ever",1771746,1771744,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1771746,AmazonHelp,False,Tue Nov 28 06:56:53 +0000 2017,@532550 I'm sorry for the stretch on resolving your concern. Kindly check for the correspondence sent to your registered email address from our team and reply to it. ^AP,,1771745,1771749,AmazonHelp,Fri Nov 10 15:45:28 +0000 2017,CONV_1771749,9
1777543,534114,True,Sat Nov 25 13:45:51 +0000 2017,"Merci @120533 j’ai payer 25€ de plus pour que mon produit soit livrer AVANT vendredi et là je reçois un mail comme quoi il arrive PEUT ÊTRE lundi, c’est la date de livraison prévue avec la livraison gratuite 👏🏻👏🏻👏🏻👏🏻",1777541,,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777541,AmazonHelp,False,Sat Nov 25 13:59:00 +0000 2017,"@534114 Bonjour, navrée pour cela. Quelle est la date de livraison confirmée lors de la validation de votre commande je vous prie ? ^MA",1777542,1777543,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777542,534114,True,Sat Nov 25 13:59:39 +0000 2017,@AmazonHelp 22-24,1777544,1777541,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777544,AmazonHelp,False,Sat Nov 25 14:15:27 +0000 2017,@534114 Quel est le transporteur de votre colis s'il vous plaît ? ^MA,1777545,1777542,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777545,534114,True,Sat Nov 25 14:16:50 +0000 2017,@AmazonHelp Dhl,1777546,1777544,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777546,AmazonHelp,False,Sat Nov 25 14:39:36 +0000 2017,@534114 Que dit le suivi de votre colis s'il vous plaît ? ^SN,1777547,1777545,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777547,534114,True,Sat Nov 25 14:40:32 +0000 2017,@AmazonHelp Livraison prévue le 24,1777548,1777546,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777548,AmazonHelp,False,Sat Nov 25 14:45:32 +0000 2017,@534114 Est-ce que l'article est expédié par Amazon ou par un vendeur tiers ? ^ASZ,1777549,1777547,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777549,534114,True,Sat Nov 25 14:47:56 +0000 2017,@AmazonHelp Tiers,1777550,1777548,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777550,AmazonHelp,False,Sat Nov 25 15:07:03 +0000 2017,@534114 Avez-vous contacté le vendeur pour signaler ce retard ? ^ASZ,1777551,1777549,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777551,534114,True,Sat Nov 25 15:33:48 +0000 2017,@AmazonHelp Oui,1777552,1777550,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777552,AmazonHelp,False,Sat Nov 25 15:39:27 +0000 2017,@534114 À quelle date l'avez-vous contacté SVP ? ^SM,1777553,1777551,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777553,534114,True,Sat Nov 25 15:39:51 +0000 2017,@AmazonHelp Hier,1777554,1777552,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777554,AmazonHelp,False,Sat Nov 25 15:45:29 +0000 2017,"@534114 Le vendeur est tenu de vous répondre dans un délai de 2 jours ouvrés, dans le cas contraire vous pouvez demander le remboursement de votre commande via la garantie de A à Z.
Pour plus d'informations vous pouvez consulter la page d'aide suivante : https://t.co/cQtWWBPjL0",1777555,1777553,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777555,534114,True,Sat Nov 25 15:46:05 +0000 2017,@AmazonHelp Il m’a déjà répondue,1777556,1777554,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
1777556,AmazonHelp,False,Sat Nov 25 15:57:31 +0000 2017,@534114 Quelle a été sa réponse je vous prie? ^BR,,1777555,1777543,534114,Sat Nov 25 13:45:51 +0000 2017,CONV_1777543,9
2184655,183921,True,Thu Nov 09 16:04:28 +0000 2017,"@AmazonHelp Hi, I bought a mousepad from amazon and he never land to my housse, HALP",2184654,,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184654,AmazonHelp,False,Thu Nov 09 16:14:01 +0000 2017,"@183921 Hello Evan! Thanks for reaching out today. Which of our sites was this ordered on, Amazon.FR, .CO.UK .COM, or another? From here we'll be able to begin helping find this elusive mousepad together. ^TM",2184653,2184655,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184653,183921,True,Thu Nov 09 16:15:30 +0000 2017,@AmazonHelp Was from fnaticshop.eu but seems to come from you so Europe I guess,2184652,2184654,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184652,AmazonHelp,False,Thu Nov 09 16:19:31 +0000 2017,@183921 We'd like to look into this with you. Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B. I hope this helps. ^AX,2184651,2184653,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184651,183921,True,Thu Nov 09 16:21:02 +0000 2017,"@AmazonHelp Cant login, my amazon account is blocked, not an other way yo reach you ?",2184650,2184652,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184650,AmazonHelp,False,Thu Nov 09 16:27:01 +0000 2017,"@183921 To clarify, was fnaticshop.eu the seller of the item, or the website the mousepad was purchased from? If they were the seller, which Amazon site did you visit? https://t.co/ykTUEmdsQA, Amazon.fr, https://t.co/nUUp5MLhYl, etc.? Please let us know! ^LB",2184649,2184651,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184649,183921,True,Thu Nov 09 16:28:32 +0000 2017,@AmazonHelp I was on the fnaticshop to bought it,2184648,2184650,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184648,AmazonHelp,False,Thu Nov 09 16:33:00 +0000 2017,@183921 Have you received an e-mail from an Account Specialist regarding your account? ^CO,2184647,2184649,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184647,183921,True,Thu Nov 09 16:34:07 +0000 2017,@AmazonHelp Yes but I cant get the information needed actually. But I need help with the mousepad for now,2184646,2184648,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184646,AmazonHelp,False,Thu Nov 09 16:45:00 +0000 2017,@183921 In order to resolve this please send the info that you can to the account specialists and they will reply if there's an issue. ^KK,2184645,2184647,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184645,183921,True,Thu Nov 09 16:45:39 +0000 2017,@AmazonHelp For the mousepad ?,2184644,2184646,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184644,AmazonHelp,False,Thu Nov 09 16:51:00 +0000 2017,@183921 Could you link us to the website you purchased the mousepad from? ^MW,2184643,2184645,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184643,183921,True,Thu Nov 09 16:52:17 +0000 2017,@AmazonHelp https://t.co/ZYV1plIsw4,2184642,2184644,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184642,AmazonHelp,False,Thu Nov 09 16:57:31 +0000 2017,"@183921 Have you been able to contact fnatic to see if they could assist with your mousepad? If so, what was advised? ^FR",2184641,2184643,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184641,183921,True,Thu Nov 09 16:59:45 +0000 2017,@AmazonHelp They ask me to talk with the délivrer ( company who give the mousepad to me ) and they ask me to talk to you,2184640,2184642,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184640,183921,True,Thu Nov 09 17:38:12 +0000 2017,@AmazonHelp ???,2184639,2184641,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
2184639,AmazonHelp,False,Thu Nov 09 18:01:27 +0000 2017,"@183921 We'd like to take a look into this with you. When you get the chance, contact us using this link (it will allow you to skip the sign in process): https://t.co/zYVX1Qi29G ^TH",,2184640,2184655,183921,Thu Nov 09 16:04:28 +0000 2017,CONV_2184655,9
222712,169201,True,Wed Sep 27 17:47:49 +0000 2017,"@115850
Wats wrng with Apps, it sucks. Doesn't open at all even though new app is downloaded",222711,,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222711,AmazonHelp,False,Wed Sep 27 18:18:28 +0000 2017,"@169201 I've just checked this and the application appears to be working fine. You may want to clear the cache, cookies and retry. ^YP",222710,222712,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222710,169201,True,Sat Sep 30 13:52:44 +0000 2017,@AmazonHelp hav done all still issue persist. I have 3 phones a nd all 3 hav same issues. Even new app doesn't work.,222709,222711,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222709,AmazonHelp,False,Sat Sep 30 14:19:32 +0000 2017,@169201 Sorry about that. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll get in touch with you. ^PB,222708,222710,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222708,169201,True,Mon Oct 02 04:54:51 +0000 2017,"@AmazonHelp This link is not opening either, page can't be loaded error is getting displayed",222707,222709,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222707,AmazonHelp,False,Mon Oct 02 05:10:57 +0000 2017,@169201 Sorry for the trouble you've had. Could you please help us with the screenshot of the error you're facing. ^MM,222706,222708,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222706,169201,True,Mon Oct 02 09:13:29 +0000 2017,@AmazonHelp This error is coming for all 3 devices and issue is only with Amazon app https://t.co/xdPeTBSZbZ,222705,222707,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222705,AmazonHelp,False,Mon Oct 02 09:42:54 +0000 2017,@169201 I'll be sure to pass your comments as feedback to our concerned team for review. ^GS,222704,222706,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222704,169201,True,Tue Oct 03 17:19:49 +0000 2017,@AmazonHelp Any update ??? Issue persist,222703,222705,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222703,AmazonHelp,False,Tue Oct 03 18:04:00 +0000 2017,"@169201 Kindly fill in your details here: https://t.co/GIJyeYqKE0, using a desktop/laptop and we'll look into it. ^NR 2/2",222699,222704,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222699,169201,True,Thu Oct 05 03:26:37 +0000 2017,"@AmazonHelp It seems that it is an issue with ISP, wid mob data it works. Can u investigate if isp can block. Issue is with Amazon only",222697,222703,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
222697,AmazonHelp,False,Thu Oct 05 04:12:55 +0000 2017,@169201 You may reach out to service provider for more information. ^SP,222698,222699,222712,169201,Wed Sep 27 17:47:49 +0000 2017,CONV_222712,9
